Unnamed: 0.1.1,link,total_claps,total_responses,total_claps_scaled,total_responses_scaled,score
963,https://medium.com/finding-tom/how-to-be-a-medium-master-in-just-100-days-e63cf13e5bcd,3300,21,0.05200234707349274,0.0310192023633678,0.043609089189442764
484,https://writingcooperative.com/5-creative-exercises-to-build-your-writing-muscles-d1d6d91947ce,3300,21,0.05200234707349274,0.0310192023633678,0.043609089189442764
1462,https://medium.com/write-before-lunch/bleed-in-the-first-line-and-6-other-writing-tips-no-one-tells-you-4a3febba0e1f,3300,21,0.05200234707349274,0.0310192023633678,0.043609089189442764
962,https://forge.medium.com/barbara-shers-perfect-day-exercise-8b79205d489f,3500,17,0.05566964940589701,0.025110782865583457,0.04344610278977159
211,https://medium.com/@shauntagrimes/the-courage-to-be-an-absolute-nobody-d40e3c705000,2900,28,0.044667742408684166,0.041358936484490405,0.04334422003900666
306,https://medium.com/personal-growth/is-being-a-full-time-creative-the-best-life-ever-59f02c49b41a,3000,26,0.046501393574886314,0.03840472673559823,0.043262726839171074
978,https://medium.com/poetry-palace/in-defense-of-terrible-teenage-poetry-b4da5b55f958,2300,39,0.03366583541147132,0.05760709010339735,0.04324233728824173
0,https://medium.com/swlh/how-to-meditate-every-day-for-the-rest-of-your-life-648fe97fe868,3800,11,0.06117060290450345,0.016248153618906944,0.04320162319026485
1067,https://medium.com/the-mission/the-timeless-link-between-writing-and-running-and-why-it-makes-for-better-work-5be232e40c2,3100,24,0.048335044741088455,0.035450516986706065,0.0431812336393355
150,https://medium.com/@JessicaLexicus/dont-worry-about-slumming-21f5d1e1a056,3100,24,0.048335044741088455,0.035450516986706065,0.0431812336393355
70,https://medium.com/@alltopstartups/how-to-make-time-for-your-passion-project-if-you-are-too-busy-working-for-someone-else-d7e88b70976c,3900,9,0.06300425407070559,0.013293943870014771,0.04312012999042926
565,https://medium.com/better-marketing/shes-a-terrible-writer-ee806fab0312,3300,20,0.05200234707349274,0.02954209748892172,0.043018247239664326
1251,https://medium.com/scribe/why-i-use-a-pen-name-da110ac0c3ba,2600,33,0.039166788910077736,0.04874446085672083,0.04299785768873498
999,https://medium.com/the-write-brain/its-still-possible-for-new-writers-to-earn-money-on-medium-here-s-how-46d585553f48,3400,18,0.05383599823969488,0.026587887740029542,0.042936754039828745
911,https://medium.com/the-haven/inspirational-quotes-from-your-well-off-friends-ac2b74712527,3400,18,0.05383599823969488,0.026587887740029542,0.042936754039828745
718,https://forge.medium.com/the-urgent-case-for-boredom-8dd92a891754,3400,18,0.05383599823969488,0.026587887740029542,0.042936754039828745
298,https://medium.com/the-post-grad-survival-guide/wake-up-at-5-am-every-day-nope-this-is-my-daily-routine-after-90-days-of-experiments-77385765f1fa,2700,31,0.041000440076279884,0.04579025110782866,0.042916364488899385
88,https://medium.com/the-gathering-kind/everyone-tells-me-to-not-talk-about-depression-14f3224e0b02,2800,29,0.042834091242482025,0.04283604135893649,0.04283487128906381
551,https://medium.com/@nickwignall/how-to-write-something-true-2cfa3250d75,3000,25,0.046501393574886314,0.036927621861152136,0.042671884889392636
1,https://medium.com/@alltopstartups/spend-the-first-hour-of-your-work-day-on-high-value-work-e8a666576a92,3800,10,0.06117060290450345,0.01477104874446086,0.042610781240486416
97,https://medium.muz.li/the-lead-designer-of-monument-valley-deconstructs-his-latest-game-florence-7ca72bf054dc,3800,10,0.06117060290450345,0.01477104874446086,0.042610781240486416
1214,https://medium.muz.li/ui-interactions-of-the-week-119-850140e5256e,4100,4,0.06667155640310987,0.005908419497784343,0.04236630164097966
497,https://medium.muz.li/ui-interactions-of-the-week-113-54b06fab4b,4200,2,0.06850520756931201,0.0029542097488921715,0.042284808441144066
485,https://medium.com/the-ascent/self-care-for-the-self-hating-b1ea236d9e85,2900,26,0.044667742408684166,0.03840472673559823,0.042162536139449786
689,https://medium.com/annapoetics/doubt-45e122fcb33a,3700,11,0.059336951738301315,0.016248153618906944,0.042101432490543565
1182,https://medium.com/@vanessatorre/warning-overproduction-can-kill-creativity-81506022b963,2500,33,0.0373331377438756,0.04874446085672083,0.04189766698901369
638,https://medium.com/finding-tom/7-pieces-of-advice-for-beginners-on-medium-808bbf15f673,3300,18,0.05200234707349274,0.026587887740029542,0.041836563340107456
128,https://medium.muz.li/ui-interactions-of-the-week-112-f2ad90c26e74,4200,1,0.06850520756931201,0.0014771048744460858,0.041693966491365635
559,https://medium.muz.li/weekly-inspiration-for-designers-142-88f25dc85501,4200,1,0.06850520756931201,0.0014771048744460858,0.041693966491365635
384,https://medium.com/the-mission/focus-on-producing-and-creating-not-consuming-and-entertainment-4698ecb547f2,3500,14,0.05566964940589701,0.020679468242245203,0.04167357694043629
997,https://humanparts.medium.com/how-to-tell-the-truth-7139aaf6aa9,3500,14,0.05566964940589701,0.020679468242245203,0.04167357694043629
1237,https://writingcooperative.com/3-ways-to-still-write-when-you-dont-feel-like-writing-2ce93928bb1f,2800,27,0.042834091242482025,0.03988183161004431,0.041653187389506935
1385,https://medium.com/@vanessatorre/my-glamorous-life-as-a-writer-74c2512eaf92,2500,32,0.0373331377438756,0.047267355982274745,0.04130682503923526
514,https://medium.muz.li/dashboards-typography-characters-and-more-weekly-inspiration-roundup-46db03f38f97,4100,2,0.06667155640310987,0.0029542097488921715,0.041184617741422784
1259,https://medium.com/personal-growth/5-ways-to-grow-your-brand-be-creative-and-become-the-expert-in-your-field-6a034ce6bc93,3400,15,0.05383599823969488,0.022156573116691287,0.04116422819049345
927,https://medium.muz.li/weekly-inspiration-for-designers-143-bfa16f874d8e,4200,0,0.06850520756931201,0.0,0.0411031245415872
376,https://medium.com/free-code-camp/a-coding-project-a-day-for-20-days-5cd4c9383f84,3500,13,0.05566964940589701,0.019202363367799114,0.04108273499065785
174,https://medium.com/the-mission/what-i-wish-id-known-about-building-a-career-in-the-arts-1bdc1bb47a7a,2900,24,0.044667742408684166,0.035450516986706065,0.040980852239892916
307,https://medium.com/@JackHeimbigner/i-have-a-writing-problem-963abbae1770,2200,37,0.03183218424526918,0.054652880354505176,0.040960462688963584
637,https://medium.com/the-mission/this-is-the-only-viable-strategy-to-build-an-audience-for-your-work-2595b571f5fb,3100,20,0.048335044741088455,0.02954209748892172,0.04081786584022176
295,https://medium.com/the-write-brain/what-to-do-if-your-medium-earnings-dropped-with-the-new-system-255b64af763d,3200,18,0.0501686959072906,0.026587887740029542,0.040736372640386175
1104,https://medium.com/the-write-brain/how-i-increased-my-medium-earnings-from-180-to-3000-in-three-months-f71ea98f532,3300,16,0.05200234707349274,0.02363367799113737,0.04065487944055059
555,https://medium.com/@Barry.Davret/how-to-improve-your-creativity-and-focus-in-60-seconds-f2c35f58650e,3300,16,0.05200234707349274,0.02363367799113737,0.04065487944055059
1298,https://medium.muz.li/weekly-inspiration-for-designers-144-5e971e55bbe5,4100,1,0.06667155640310987,0.0014771048744460858,0.04059377579164435
4,https://medium.com/finding-tom/im-making-way-more-on-medium-now-here-s-why-5f6df7cddde2,3500,12,0.05566964940589701,0.017725258493353033,0.04049189304087941
215,https://medium.com/the-mission/you-shouldnt-create-something-just-to-create-something-5e06aaaadca5,2100,38,0.02999853307906704,0.05612998522895126,0.04045111393902073
1165,https://medium.com/personal-growth/the-voice-all-creative-people-will-understand-and-must-overcome-bfd7b2f0a7f,3000,21,0.046501393574886314,0.0310192023633678,0.04030851709027889
434,https://medium.com/the-post-grad-survival-guide/stop-maybe-you-shouldnt-write-a-blog-post-today-c5246479fa1a,3000,21,0.046501393574886314,0.0310192023633678,0.04030851709027889
698,https://medium.com/@shauntagrimes/the-best-writing-advice-ever-3a02aa40cc43,3100,19,0.048335044741088455,0.02806499261447563,0.040227023890443324
7,https://medium.muz.li/weekly-inspiration-for-designers-138-febb7ad2286f,3900,4,0.06300425407070559,0.005908419497784343,0.04016592024153709
909,https://medium.com/publishous/how-you-look-at-the-world-is-everything-in-writing-not-skill-af1c74835937,3200,17,0.0501686959072906,0.025110782865583457,0.040145530690607736
414,https://writingcooperative.com/stop-feeling-guilty-for-not-writing-every-day-21177899bb3f,2500,30,0.0373331377438756,0.044313146233382575,0.04012514113967839
1393,https://medium.com/swlh/why-i-finally-decided-to-hit-publish-6210ebebfd7b,2500,30,0.0373331377438756,0.044313146233382575,0.04012514113967839
256,https://medium.com/the-post-grad-survival-guide/to-unlock-your-full-potential-you-need-to-write-every-day-d84813ac2f98,3300,15,0.05200234707349274,0.022156573116691287,0.04006403749077216
845,https://medium.com/the-write-brain/how-to-find-your-writing-niche-and-why-its-important-abbc7aa2b03c,3400,13,0.05383599823969488,0.019202363367799114,0.039982544290936575
1361,https://medium.com/@JessicaLexicus/how-to-stop-caring-so-much-56635f54aeb,3400,13,0.05383599823969488,0.019202363367799114,0.039982544290936575
444,https://medium.com/@Shesreallyfat/my-rules-for-authentic-and-vulnerable-writing-364c0aeeb5ce,2800,24,0.042834091242482025,0.035450516986706065,0.039880661540171634
889,https://medium.muz.li/9-tips-to-make-your-work-popular-69b030b46a1d,3700,7,0.059336951738301315,0.0103397341211226,0.03973806469142982
857,https://medium.muz.li/ui-interactions-of-the-week-114-f87c85cc81c3,3900,3,0.06300425407070559,0.004431314623338257,0.03957507829175865
810,https://medium.com/copywriting-secrets/an-invaluable-writing-tip-from-ernest-hemingway-152a13959384,3200,16,0.0501686959072906,0.02363367799113737,0.039554688740829305
559,https://medium.com/the-write-brain/what-it-really-takes-to-make-it-on-medium-right-now-7f4d46cea7c5,3200,16,0.0501686959072906,0.02363367799113737,0.039554688740829305
260,https://medium.com/the-write-brain/i-will-always-write-about-how-much-money-i-make-ac13c1c5e5ca,2700,25,0.041000440076279884,0.036927621861152136,0.03937131279022879
673,https://blog.usejournal.com/i-am-writing-1000-posts-in-1000-days-8ecbada94904,2800,23,0.042834091242482025,0.033973412112259974,0.0392898195903932
1282,https://medium.com/splatterme/gently-uncrowned-how-to-feel-like-a-loser-677c15f48b40,2800,23,0.042834091242482025,0.033973412112259974,0.0392898195903932
1373,https://medium.com/publishous/how-to-become-a-popular-writer-on-medium-5c1d387cd540,3000,19,0.046501393574886314,0.02806499261447563,0.039126833190722035
173,https://medium.com/personal-growth/263-words-to-read-if-you-are-sick-of-your-job-2b954e0d4871,3100,17,0.048335044741088455,0.025110782865583457,0.039045339990886455
1373,https://medium.com/the-write-brain/how-to-make-a-full-time-income-on-medium-maybe-ef8d5c4f0758,3300,13,0.05200234707349274,0.019202363367799114,0.038882353591215287
739,https://medium.com/swlh/the-7-most-powerful-mindsets-that-will-set-you-up-for-rapid-long-term-success-e5ef89819cb2,3400,11,0.05383599823969488,0.016248153618906944,0.038800860391379706
1236,https://medium.com/lit-up/ballad-of-the-dawn-72ddfdc99fb6,2900,20,0.044667742408684166,0.02954209748892172,0.03861748444077919
1879,https://medium.com/finding-tom/30-things-i-learned-writing-on-medium-the-last-3-years-edc0dbea7dec,3000,18,0.046501393574886314,0.026587887740029542,0.0385359912409436
1380,https://medium.muz.li/ui-interactions-of-the-week-111-ce70323985c9,3800,3,0.06117060290450345,0.004431314623338257,0.03847488759203737
753,https://medium.com/@Barry.Davret/how-an-experience-journal-will-turbocharge-your-daily-writing-and-ease-your-anxiety-9e1961eb3ec3,3100,16,0.048335044741088455,0.02363367799113737,0.038454498041108016
1024,https://medium.com/@RHSIN/preview-of-she-just-wants-to-forget-574d6efb1d17,3900,1,0.06300425407070559,0.0014771048744460858,0.03839339439220178
284,https://medium.com/med-matters/im-a-single-mom-and-writing-on-medium-pays-my-bills-f1a2fb10ccd5,2600,25,0.039166788910077736,0.036927621861152136,0.0382711220905075
998,https://medium.com/the-post-grad-survival-guide/why-ill-never-freaking-freelance-ever-again-247fb7ab9073,2600,25,0.039166788910077736,0.036927621861152136,0.0382711220905075
857,https://medium.com/@zulie_rane/listen-you-absolutely-can-create-for-a-living-f30f3a8297d9,2700,23,0.041000440076279884,0.033973412112259974,0.03818962889067192
660,https://medium.com/swlh/divergent-thinking-the-mental-muscle-behind-consistent-creative-output-fdd77bf04e20,2900,19,0.044667742408684166,0.02806499261447563,0.03802664249100075
101,https://medium.com/@alltopstartups/stop-trying-to-find-yourself-create-yourself-instead-ee7692a4ec0a,3100,15,0.048335044741088455,0.022156573116691287,0.03786365609132959
888,https://medium.muz.li/ui-interactions-of-the-week-118-60153fa1ff43,3900,0,0.06300425407070559,0.0,0.03780255244242335
1322,https://medium.com/publishous/haruki-murakamis-lessons-on-writing-and-leading-a-writer-s-life-27e8cfdddd0b,2500,26,0.0373331377438756,0.03840472673559823,0.03776177334056465
81,https://medium.com/the-mission/a-lack-of-clarity-is-the-biggest-inhibitor-of-progress-towards-your-goals-a14d991ba192,3300,11,0.05200234707349274,0.016248153618906944,0.03770066969165842
1401,https://medium.com/better-marketing/4-core-fears-undermining-your-potential-f6bf3fc0695,3300,11,0.05200234707349274,0.016248153618906944,0.03770066969165842
529,https://humanparts.medium.com/how-to-experience-wonder-as-a-grown-up-753904635456,2600,24,0.039166788910077736,0.035450516986706065,0.03768028014072907
1003,https://uxplanet.org/design-for-humans-e8fc7924286d,3500,7,0.05566964940589701,0.0103397341211226,0.037537683291987235
973,https://medium.com/better-marketing/how-to-grow-your-audience-as-a-writer-9e49316573d1,2800,20,0.042834091242482025,0.02954209748892172,0.0375172937410579
1052,https://medium.com/vulture-magazine/how-to-be-an-artist-1ef7bb47f91a,2900,18,0.044667742408684166,0.026587887740029542,0.03743580054122232
134,https://medium.com/publishous/how-to-make-your-blog-posts-sing-4ff7fdafa740,3000,16,0.046501393574886314,0.02363367799113737,0.037354307341386735
486,https://medium.com/lit-up/lit-up-submission-guidelines-a54c75231952,2300,29,0.03366583541147132,0.04283604135893649,0.03733391779045739
806,https://medium.com/@AuthorSteger/5-reasons-you-should-wake-up-before-everyone-else-in-the-morning-3f36f0901554,3100,14,0.048335044741088455,0.020679468242245203,0.03727281414155115
211,https://medium.com/swlh/write-like-no-ones-reading-9ae17b7c7d9d,2500,25,0.0373331377438756,0.036927621861152136,0.03717093139078622
349,https://medium.com/s/the-photographers-almanac/how-to-photograph-your-son-d682c7eea63e,3400,8,0.05383599823969488,0.011816838995568686,0.037028334542044405
37,https://medium.com/swlh/why-you-should-stop-listening-when-they-say-success-is-50-luck-f1dca1f87570,3000,15,0.046501393574886314,0.022156573116691287,0.036763465391608297
147,https://medium.com/the-write-brain/how-to-write-good-blog-post-titles-even-if-they-are-your-nemesis-ee4e64f61072,3000,15,0.046501393574886314,0.022156573116691287,0.036763465391608297
262,https://medium.com/swlh/planning-is-just-escapism-a46cefea53f,2400,26,0.03549948657767346,0.03840472673559823,0.03666158264084337
457,https://medium.com/the-mission/how-to-get-over-the-fear-of-being-vulnerable-in-your-writing-c147ea86a36,2500,24,0.0373331377438756,0.035450516986706065,0.03658008944100778
533,https://medium.com/personal-growth/what-you-need-to-know-about-courage-and-struggles-to-reach-your-dreams-b5dcabdab003,2500,24,0.0373331377438756,0.035450516986706065,0.03658008944100778
1564,https://medium.com/better-marketing/did-tesla-break-that-cybertruck-window-on-purpose-b4460c100886,2700,20,0.041000440076279884,0.02954209748892172,0.03641710304133662
320,https://medium.muz.li/how-you-can-improve-ux-with-microinteractions-part-ii-ffcf739f5bbb,3500,5,0.05566964940589701,0.00738552437223043,0.036355999392430366
1505,https://medium.com/the-book-mechanic/how-i-developed-a-bottomless-well-of-content-ideas-for-my-writing-9e62cbbb40ba,2800,18,0.042834091242482025,0.026587887740029542,0.03633560984150103
694,https://writingcooperative.com/the-stupid-mistake-that-ruined-three-months-of-writing-effort-3c50a592f87,2200,29,0.03183218424526918,0.04283604135893649,0.036233727090736106
413,https://medium.com/@krisgage/dont-bring-me-your-life-story-863c5a4df3cc,2200,29,0.03183218424526918,0.04283604135893649,0.036233727090736106
859,https://medium.com/the-write-brain/how-to-increase-your-medium-income-a-little-bit-every-week-bffb81de7f63,3100,12,0.048335044741088455,0.017725258493353033,0.036091130241994285
1126,https://writingcooperative.com/what-i-learned-publishing-187-000-words-in-my-first-4-months-on-medium-ea2f744e0c1b,2400,25,0.03549948657767346,0.036927621861152136,0.03607074069106493
586,https://medium.com/@krisgage/the-right-amount-of-thinking-854f40b6e399,2400,25,0.03549948657767346,0.036927621861152136,0.03607074069106493
1429,https://medium.com/s/the-photographers-almanac/mastering-black-and-white-photography-2b723f794b59,3200,10,0.0501686959072906,0.01477104874446086,0.036009637042158704
1387,https://medium.com/@RyanHoliday/22-rules-for-creating-work-that-stands-the-test-of-time-f81d10e79d06,3200,10,0.0501686959072906,0.01477104874446086,0.036009637042158704
8,https://medium.com/better-marketing/write-your-truth-if-you-want-to-connect-with-your-audience-aef4255f1a17,3200,10,0.0501686959072906,0.01477104874446086,0.036009637042158704
1,https://medium.com/personal-growth/stop-checking-your-email-all-the-time-how-to-break-your-inbox-dependence-and-get-real-work-done-623d92e3dc39,2500,23,0.0373331377438756,0.033973412112259974,0.03598924749122935
185,https://medium.com/indelible-ink/youll-forgive-me-if-i-don-t-write-here-every-day-be7d54ba43c2,2500,23,0.0373331377438756,0.033973412112259974,0.03598924749122935
46,https://medium.com/photo-dojo/why-you-shouldnt-upgrade-your-camera-de296679446e,1800,36,0.02449757958046061,0.053175775480059084,0.035968857940300004
745,https://medium.com/better-marketing/james-altucher-gave-me-some-life-changing-advice-f3e52513d697,3300,8,0.05200234707349274,0.011816838995568686,0.03592814384232312
1344,https://medium.com/the-write-brain/figure-out-what-to-write-about-on-medium-in-2020-bf8e696aa24b,3300,8,0.05200234707349274,0.011816838995568686,0.03592814384232312
541,https://medium.com/kaizen-habits/think-like-a-scientist-how-to-solve-everyday-problems-64f7fcb2f5cf,3300,8,0.05200234707349274,0.011816838995568686,0.03592814384232312
1339,https://humanparts.medium.com/dont-trust-the-process-110acc45e58,2600,21,0.039166788910077736,0.0310192023633678,0.03590775429139377
1208,https://medium.com/@JessicaLexicus/confessions-of-a-recovering-perfectionist-effee41909cf,2000,32,0.028164881912864894,0.047267355982274745,0.035805871540628836
555,https://medium.muz.li/ui-interactions-of-the-week-122-6eed0be697bc,3500,4,0.05566964940589701,0.005908419497784343,0.035765157442651935
499,https://entrepreneurshandbook.co/the-future-of-work-is-creative-flexible-and-human-749b3c14648d,2800,17,0.042834091242482025,0.025110782865583457,0.035744767891722595
540,https://medium.com/publishous/want-to-be-a-successful-writer-do-cool-stuff-first-48cc43a898d,2800,17,0.042834091242482025,0.025110782865583457,0.035744767891722595
1350,https://medium.com/the-ascent/your-friends-dont-want-to-read-your-writing-and-that-s-okay-c677de871769,2100,30,0.02999853307906704,0.044313146233382575,0.035724378340793256
1006,https://medium.com/swlh/be-harder-on-yourself-or-someone-else-will-d25a2fd94cf2,2900,15,0.044667742408684166,0.022156573116691287,0.035663274691887015
459,https://medium.com/@pacetone/top-5-hot-graphic-design-trends-b03ebc657b90,2900,15,0.044667742408684166,0.022156573116691287,0.035663274691887015
2,https://medium.com/the-post-grad-survival-guide/my-powerful-1-hour-routine-for-quick-success-on-medium-eac6af71684b,2200,28,0.03183218424526918,0.041358936484490405,0.035642885140957675
941,https://medium.com/@nickwignall/are-you-a-pre-crastinator-ba94631a619c,2200,28,0.03183218424526918,0.041358936484490405,0.035642885140957675
1157,https://medium.muz.li/made-with-studio-1-823945cf1e56,3700,0,0.059336951738301315,0.0,0.03560217104298078
1953,https://humanparts.medium.com/the-secret-to-finding-your-voice-196cd357813d,3000,13,0.046501393574886314,0.019202363367799114,0.035581781492051434
283,https://medium.com/thrive-global/the-20-of-activities-that-got-you-here-are-the-80-keeping-you-stuck-a55e2173328f,3100,11,0.048335044741088455,0.016248153618906944,0.03550028829221585
646,https://medium.com/the-partnered-pen/a-surefire-way-to-improve-your-writing-4aca65e90160,3100,11,0.048335044741088455,0.016248153618906944,0.03550028829221585
353,https://medium.com/lit-up/if-it-were-my-last-breath-811bcd82bf03,3100,11,0.048335044741088455,0.016248153618906944,0.03550028829221585
52,https://writingcooperative.com/two-surefire-ways-to-write-more-compelling-content-1c093748dcfc,2500,22,0.0373331377438756,0.03249630723781389,0.03539840554145092
1005,https://medium.com/swlh/stop-trying-to-build-an-audience-focus-on-just-1-person-707f3f1d9375,1800,35,0.02449757958046061,0.051698670605613,0.035378015990521566
934,https://medium.com/the-book-mechanic/what-i-learned-from-writing-100-days-straight-and-why-ill-never-stop-48879b4c8f87,2700,18,0.041000440076279884,0.026587887740029542,0.035235419141779745
1037,https://medium.com/the-mission/why-planning-your-day-the-night-before-drastically-increases-your-productivity-a5b5d39ff2bb,2700,18,0.041000440076279884,0.026587887740029542,0.035235419141779745
813,https://medium.com/personal-growth/how-to-create-killer-content-and-make-people-happy-42e66d41de99,2700,18,0.041000440076279884,0.026587887740029542,0.035235419141779745
1350,https://medium.com/better-marketing/the-25-types-of-medium-articles-f0395cab30aa,2800,16,0.042834091242482025,0.02363367799113737,0.035153925941944164
676,https://forge.medium.com/stop-copying-your-heroes-e057637be55e,2800,16,0.042834091242482025,0.02363367799113737,0.035153925941944164
529,https://writingcooperative.com/how-i-write-full-novels-on-my-phone-and-how-you-can-too-c33711b45206,2100,29,0.02999853307906704,0.04283604135893649,0.035133536391014825
379,https://medium.com/liberationist-thoughts/15-simple-exercises-to-increase-your-self-awareness-a1d445847648,2900,14,0.044667742408684166,0.020679468242245203,0.035072432742108584
598,https://medium.com/@JessicaLexicus/youll-always-care-what-everyone-thinks-7f141db9fbf9,2400,23,0.03549948657767346,0.033973412112259974,0.03488905679150807
136,https://medium.com/@JessicaLexicus/take-a-rock-stars-approach-to-life-3fc591710d89,2500,21,0.0373331377438756,0.0310192023633678,0.03480756359167248
690,https://medium.com/publishous/this-is-what-happens-when-you-learn-to-surrender-3654d571012c,2600,19,0.039166788910077736,0.02806499261447563,0.0347260703918369
717,https://writingcooperative.com/write-to-sound-like-yourself-46311f46bc98,2600,19,0.039166788910077736,0.02806499261447563,0.0347260703918369
2,https://elemental.medium.com/can-you-hack-into-your-creativity-9027b9787089,2600,19,0.039166788910077736,0.02806499261447563,0.0347260703918369
1354,https://medium.com/s/the-photographers-almanac/loosening-up-your-photography-725f3c00449b,2700,17,0.041000440076279884,0.025110782865583457,0.03464457719200132
1,https://medium.com/creative-humans/a-sketch-a-day-everyday-for-a-month-what-ive-learned-so-far-ddc50a73147f,2700,17,0.041000440076279884,0.025110782865583457,0.03464457719200132
701,https://medium.com/jane-austens-wastebasket/alexa-is-fed-up-with-her-weak-human-7a6b12ff0b8f,2800,15,0.042834091242482025,0.022156573116691287,0.034563083992165726
186,https://medium.com/better-marketing/how-to-evaluate-your-own-writing-dd3f88a7e892,2900,13,0.044667742408684166,0.019202363367799114,0.034481590792330145
96,https://medium.com/swlh/is-writing-on-medium-still-worth-it-af3aca68226e,2200,26,0.03183218424526918,0.03840472673559823,0.0344612012414008
1371,https://medium.com/the-mission/how-i-made-327-69-with-one-article-on-the-medium-partner-program-2d476b24ad38,2300,24,0.03366583541147132,0.035450516986706065,0.03437970804156522
221,https://medium.com/the-write-brain/3-levels-of-email-list-building-for-writers-91e5038129b2,3100,9,0.048335044741088455,0.013293943870014771,0.034318604392658984
1430,https://medium.com/i-am-worthy/stop-your-pointless-quest-for-the-best-productivity-system-25b39af5fc9,2600,18,0.039166788910077736,0.026587887740029542,0.03413522844205846
222,https://medium.com/swlh/plan-your-writing-retreat-on-amtrak-a3639f4ad3a8,2100,27,0.02999853307906704,0.03988183161004431,0.03395185249145795
461,https://medium.com/@GZiadi/my-first-month-on-medium-8c3982745730,1500,38,0.018996626081854186,0.05612998522895126,0.033849969740693014
324,https://medium.com/the-book-mechanic/five-hidden-cognitive-biases-that-keep-us-from-our-best-creative-work-ee38415d62f1,3000,10,0.046501393574886314,0.01477104874446086,0.033809255642716134
439,https://medium.com/@Shesreallyfat/write-until-you-bleed-123b9a99b6bb,2400,21,0.03549948657767346,0.0310192023633678,0.033707372891951186
1229,https://medium.com/lit-up/the-night-of-a-thousand-dreams-80ae180f96c5,1960,29,0.027431421446384042,0.04283604135893649,0.033593269411405016
63,https://writingcooperative.com/write-what-terrifies-you-78415524e4ce,2600,17,0.039166788910077736,0.025110782865583457,0.03354438649228003
1428,https://medium.muz.li/weekly-inspiration-for-designers-140-867814d4ed1,3400,2,0.05383599823969488,0.0029542097488921715,0.0334832828433738
1164,https://medium.muz.li/weekly-inspiration-for-designers-156-cf8ce3ed7b4d,3400,2,0.05383599823969488,0.0029542097488921715,0.0334832828433738
735,https://medium.com/mind-cafe/the-only-real-reason-to-write-daily-73dce0828283,2700,15,0.041000440076279884,0.022156573116691287,0.033462893292444444
65,https://medium.com/better-humans/why-you-should-have-a-field-manual-for-your-life-4ee33700ef95,2800,13,0.042834091242482025,0.019202363367799114,0.033381400092608864
349,https://humanparts.medium.com/the-release-ratio-how-to-make-use-of-everything-you-know-7ef9f3e9c691,2900,11,0.044667742408684166,0.016248153618906944,0.03329990689277328
263,https://medium.com/personal-growth-lab/the-one-day-that-could-change-your-life-forever-a8f25c9c79b0,3000,9,0.046501393574886314,0.013293943870014771,0.033218413692937696
1045,https://medium.com/@Shesreallyfat/youre-no-one-trick-pony-416e966b4e88,2300,22,0.03366583541147132,0.03249630723781389,0.033198024142008335
234,https://medium.com/better-marketing/9-remarkable-edit-checks-you-dont-do-but-should-c98f64f65dd0,2300,22,0.03366583541147132,0.03249630723781389,0.033198024142008335
1218,https://medium.com/swlh/i-wonder-what-the-poor-people-are-eating-tonight-f59c64f0d8e6,2300,22,0.03366583541147132,0.03249630723781389,0.033198024142008335
879,https://medium.com/@JessicaLexicus/a-common-sense-approach-to-creativity-d1cab827a33e,1700,33,0.022663928414258468,0.04874446085672083,0.033096141391243415
748,https://psiloveyou.xyz/i-will-not-chase-you-f29b9b257bb8,2500,18,0.0373331377438756,0.026587887740029542,0.03303503774233718
96,https://medium.com/the-post-grad-survival-guide/wake-up-at-5-am-every-day-nope-this-is-my-daily-routine-after-a-30-day-experiment-bfd6b9fbdac5,2600,16,0.039166788910077736,0.02363367799113737,0.032953544542501594
137,https://medium.com/@JessicaLexicus/the-upteenth-piece-on-self-promotion-dddfb6c95f7c,2700,14,0.041000440076279884,0.020679468242245203,0.03287205134266601
849,https://medium.com/jane-austens-wastebasket/extremely-useful-but-nonexistent-apps-for-writers-a1144072fbdd,2800,12,0.042834091242482025,0.017725258493353033,0.032790558142830425
5,https://medium.com/lit-up/within-the-stillness-a71bb499dec8,2900,10,0.044667742408684166,0.01477104874446086,0.032709064942994845
668,https://medium.com/the-mission/im-warning-you-the-creative-life-is-not-for-the-faint-of-heart-f68b327e7205,2200,23,0.03183218424526918,0.033973412112259974,0.0326886753920655
434,https://uxplanet.org/why-you-should-be-writing-ux-case-studies-6827a3b25a56,3000,8,0.046501393574886314,0.011816838995568686,0.032627571743159264
755,https://medium.com/@jeffthewriter/tips-for-new-writers-who-are-struggling-cc5a02e9c0f5,2300,21,0.03366583541147132,0.0310192023633678,0.03260718219222991
401,https://medium.com/@ZachJPayne/do-i-have-permission-to-write-this-81f2de48fe26,1600,34,0.020830277248056327,0.050221565731166914,0.032586792641300565
532,https://medium.com/the-write-brain/the-things-that-matter-most-if-youre-starting-on-medium-in-2020-de515aafeaac,3100,6,0.048335044741088455,0.008862629246676516,0.032546078543323684
1178,https://writingcooperative.com/delete-most-of-your-commitments-then-youll-have-the-focus-you-re-looking-for-28d4c17d2a26,2400,19,0.03549948657767346,0.02806499261447563,0.03252568899239433
142,https://forge.medium.com/maximize-your-lunch-break-to-achieve-your-dreams-a210808ee473,2400,19,0.03549948657767346,0.02806499261447563,0.03252568899239433
1097,https://mystudentvoices.com/henry-david-thoreau-on-the-vital-importance-of-reading-d5d2c978cd8d,2600,15,0.039166788910077736,0.022156573116691287,0.03236270259272316
